22.07.2026                                                       การแสดงรายการแบบไดนามิก                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------
|  วัสดุ        |คำอธิบายวัสดุ                           |Plnt|ใบสั่ง|โครงข่าย  |        องค์ประกอบ WBS|MvT|ปม.ต้องการ|RemovedQty|ปริมาณต่าง|วันต้องการ|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|        2 |        0 |        2 |15.05.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|       16 |        0 |       16 |15.05.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|        1 |        0 |        1 |15.05.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|        2 |        0 |        2 |15.05.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|        2 |        0 |        2 |15.05.2026|
|  1-05-000-0002|TR., 30 KVA. 1 P 3 W,22-0.46-0.23 KV.   |D060|      |7001220224|  I-69-D-NGEXX.JL.1001|581|        1 |        0 |        1 |15.05.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|        4 |        0 |        4 |26.06.2026|
|  1-00-001-0002|POLE  9 M.                              |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|        1 |        0 |        1 |26.06.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|       10 |        0 |       10 |26.06.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|        9 |        0 |        9 |26.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|       10 |        0 |       10 |26.06.2026|
|  1-02-007-0000|CABLE,AL,750 V,25 SQ.MM. TIS.293        |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|      130 |        0 |      130 |26.06.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|      390 |        0 |      390 |26.06.2026|
|  1-02-026-0300|PREFORMED D/E, AW 25 SQ.MM.             |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|       20 |        0 |       20 |26.06.2026|
|  1-02-032-0011|H-CONNCTOR,MAIN AL 25-50,TAP AL/CU 16-35|D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|        1 |        0 |        1 |26.06.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|        6 |        0 |        6 |26.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|       27 |        0 |       27 |26.06.2026|
|  1-03-013-0001|RACK, 3X200 MM. EXT.BACK                |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|        5 |        0 |        5 |26.06.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-03-013-0100|CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2  |D060|      |8005306074|C-69-D-TPNCS.0046.01.1|581|        4 |        0 |        4 |26.06.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001222787|  I-69-D-TPN69.M4.1106|581|       11 |        0 |       11 |23.06.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |7001222787|  I-69-D-TPN69.M4.1106|581|      800 |        0 |      800 |23.06.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005314041|C-69-D-NGECS.0075.01.1|581|        1 |        0 |        1 |27.05.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005314041|C-69-D-NGECS.0075.01.1|581|        6 |        0 |        6 |27.05.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005314041|C-69-D-NGECS.0075.01.1|581|        2 |        0 |        2 |27.05.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005314041|C-69-D-NGECS.0075.01.1|581|        6 |        0 |        6 |27.05.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005314041|C-69-D-NGECS.0075.01.1|581|        4 |        0 |        4 |27.05.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005314041|C-69-D-NGECS.0075.01.1|581|        8 |        0 |        8 |27.05.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005314041|C-69-D-NGECS.0075.01.1|581|        4 |        0 |        4 |27.05.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005314518|C-69-D-TPNCS.0048.01.1|581|       14 |        0 |       14 |26.06.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005314518|C-69-D-TPNCS.0048.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005314518|C-69-D-TPNCS.0048.01.1|581|       14 |        0 |       14 |26.06.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005314518|C-69-D-TPNCS.0048.01.1|581|      540 |        0 |      540 |26.06.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005314518|C-69-D-TPNCS.0048.01.1|581|        4 |        0 |        4 |26.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005314518|C-69-D-TPNCS.0048.01.1|581|       16 |        0 |       16 |26.06.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005314518|C-69-D-TPNCS.0048.01.1|581|        8 |        0 |        8 |26.06.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |7001225194|  I-68-D-NGE69.JA.3303|581|        6 |        0 |        6 |28.05.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |7001225198|  I-68-D-NGE69.JA.3302|581|        6 |        0 |        6 |28.05.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |7001225237|  I-68-D-NGE69.JA.3304|581|        6 |        0 |        6 |28.05.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        4 |        0 |        4 |02.06.2026|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        2 |        0 |        2 |02.06.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|       12 |        0 |       12 |02.06.2026|
|  1-01-010-0006|ST. WIRE, STRANDED 95 SQ.MM.TIS.404     |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|       36 |        0 |       36 |02.06.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|       22 |        0 |       22 |02.06.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        4 |        0 |        4 |02.06.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|       19 |        0 |       19 |02.06.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        2 |        0 |        2 |02.06.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|       12 |        0 |       12 |02.06.2026|
|  1-01-013-0002|BOLT,DOUBLE ARMING,ROUND EYE M.16X500MM.|D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        6 |        0 |        6 |02.06.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|      103 |        0 |      103 |02.06.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|       24 |        0 |       24 |02.06.2026|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        2 |        0 |        2 |02.06.2026|
|  1-01-021-0201|BOLT,STRAND EYE, 45 DEG.M.16X250 MM.    |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        2 |        0 |        2 |02.06.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        2 |        0 |        2 |02.06.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        2 |        0 |        2 |02.06.2026|
|  1-01-023-0001|CLAMP,DOUBLE U-BOLT,M.16(WIRE ROPE CLIP)|D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        8 |        0 |        8 |02.06.2026|
|  1-02-002-0002|COND.,ACSR 50/8 SQ.MM.TIS.86            |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|      165 |        0 |      165 |02.06.2026|
|  1-02-008-9954|CONDUCTOR,CU,NFYW 0.6/1 KV. 2.5 SQ.MM.  |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        8 |        0 |        8 |02.06.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|       15 |        0 |       15 |02.06.2026|
|  1-02-032-0010|H-CONNCTOR,MAIN AL 25-50,TAP AL/CU 2.5-6|D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        2 |        0 |        2 |02.06.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        7 |        0 |        7 |02.06.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|       63 |        0 |       63 |02.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|       17 |        0 |       17 |02.06.2026|
|  1-03-003-0103|INSULATOR,STRAIN,CLASS 54-4 TIS.280     |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        4 |        0 |        4 |02.06.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        6 |        0 |        6 |02.06.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-03-013-0100|CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2  |D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-07-001-0005|SET OF LUMINAIRE,2X36 W,LOW LOSS BALLAST|D060|      |8005316684|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005316687|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005316687|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-02-007-0000|CABLE,AL,750 V,25 SQ.MM. TIS.293        |D060|      |8005316687|C-69-D-NPNSR.0151.02.2|581|       16 |        0 |       16 |02.06.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005316687|C-69-D-NPNSR.0151.02.2|581|       64 |        0 |       64 |02.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005316687|C-69-D-NPNSR.0151.02.2|581|        5 |        0 |        5 |02.06.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |8005316687|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-03-013-0100|CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2  |D060|      |8005316687|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-00-001-0004|POLE 12 M.                              |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        2 |        0 |        2 |02.06.2026|
|  1-00-021-0000|BEAM, SPUN 100X100X3,200 MM.            |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        2 |        0 |        2 |02.06.2026|
|  1-00-021-0003|BEAM 150X250X3,550 MM.                  |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        2 |        0 |        2 |02.06.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|       71 |        0 |       71 |02.06.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        4 |        0 |        4 |02.06.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        5 |        0 |        5 |02.06.2026|
|  1-01-011-0401|BOLT,MACHINE,HEXAGON,M.16X550 MM.       |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|       12 |        0 |       12 |02.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|       19 |        0 |       19 |02.06.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        6 |        0 |        6 |02.06.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        5 |        0 |        5 |02.06.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        4 |        0 |        4 |02.06.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|       10 |        0 |       10 |02.06.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|       18 |        0 |       18 |02.06.2026|
|  1-02-007-0001|CABLE,AL,750 V,35 SQ.MM. TIS.293        |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        6 |        0 |        6 |02.06.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|       55 |        0 |       55 |02.06.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        4 |        0 |        4 |02.06.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-02-033-0005|HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.    |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-02-042-0400|PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM. |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-03-001-0101|INSULATOR,PIN POST,22 KV. P/A           |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        6 |        0 |        6 |02.06.2026|
|  1-04-000-0007|S.A., 21 KV.5 KA.,WITHOUT BRACKET       |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-04-000-0300|S.A. 250-500 V. 2.5-5.0 KA              |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        4 |        0 |        4 |02.06.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-04-002-0002|H.R.C. FUSE 80 A.DIN OR BS              |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-04-002-0010|H.R.C. FUSE, BLADE CONTACT, 32 A        |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        4 |        0 |        4 |02.06.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-05-001-0200|TR.,SEAL,50 KVA.3 P,22-0.4/0.23 KV.DYN11|D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        3 |        0 |        3 |02.06.2026|
|  9-09-001-0026|CONCRETE 1/3 (50 KG./SET)               |D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        1 |        0 |        1 |02.06.2026|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |8005316691|C-69-D-NPNSR.0151.02.2|581|        9 |        0 |        9 |02.06.2026|
|  1-04-000-0000|S.A., 21 KV. 5 KA.                      |D060|      |8005317025|C-69-D-NPNSR.0385.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-04-001-0000|DROPOUT,FUSE,22 KV.100 A.8 KA.          |D060|      |8005317025|C-69-D-NPNSR.0385.02.2|581|        3 |        0 |        3 |02.06.2026|
|  1-04-002-0006|H.R.C. FUSE 250 A.DIN OR BS             |D060|      |8005317025|C-69-D-NPNSR.0385.02.2|581|        9 |        0 |        9 |02.06.2026|
|  1-04-003-0004|FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K    |D060|      |8005317025|C-69-D-NPNSR.0385.02.2|581|        6 |        0 |        6 |02.06.2026|
|  1-05-001-0068|TR.,160KVA,3P,22-0.416/0.24KV,DYN11, SC |D060|      |8005317025|C-69-D-NPNSR.0385.02.2|581|        1 |        0 |        1 |02.06.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        1 |        0 |        1 |09.06.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        4 |        0 |        4 |09.06.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        2 |        0 |        2 |09.06.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        8 |        0 |        8 |09.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|       22 |        0 |       22 |09.06.2026|
|  1-02-008-9954|CONDUCTOR,CU,NFYW 0.6/1 KV. 2.5 SQ.MM.  |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        8 |        0 |        8 |09.06.2026|
|  1-02-032-0010|H-CONNCTOR,MAIN AL 25-50,TAP AL/CU 2.5-6|D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        2 |        0 |        2 |09.06.2026|
|  1-02-032-0014|H-CONNCTOR,MAIN AL 35-50,TAP CU 6-10    |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        6 |        0 |        6 |09.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        5 |        0 |        5 |09.06.2026|
|  1-03-013-0001|RACK, 3X200 MM. EXT.BACK                |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        1 |        0 |        1 |09.06.2026|
|  1-03-013-0100|CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2  |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        2 |        0 |        2 |09.06.2026|
|  1-06-005-0009|METER,WATTHOUR 1 P, 2 W 15(45) A. O/Dm  |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        3 |        0 |        3 |09.06.2026|
|  1-06-010-0000|CABLE PLATE, SIZE 2X20X20 CM.           |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        4 |        0 |        4 |09.06.2026|
|  1-06-010-0001|METER PLATE, SIZE 2X20X60 CM.           |D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        2 |        0 |        2 |09.06.2026|
|  1-07-001-0005|SET OF LUMINAIRE,2X36 W,LOW LOSS BALLAST|D060|      |8005321732|C-69-D-NPNSR.0393.01.1|581|        1 |        0 |        1 |09.06.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005327180|C-69-D-NPNSR.0277.02.1|581|       10 |        0 |       10 |15.06.2026|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005327180|C-69-D-NPNSR.0277.02.1|581|        5 |        0 |        5 |15.06.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005327180|C-69-D-NPNSR.0277.02.1|581|      121 |        0 |      121 |15.06.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005327180|C-69-D-NPNSR.0277.02.1|581|       13 |        0 |       13 |15.06.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005327180|C-69-D-NPNSR.0277.02.1|581|       13 |        0 |       13 |15.06.2026|
